id,token
75,παραμικρο
75,σας
75,στην
75,τραπεζα
75,χαρτια
76,ηλεκτρονικα
76,μην
76,ολα
76,τηλεφωνο
77,μην
78,βαιμπερ
78,επιβεβαιωσης
78,εσεμες
78,κωδικοι
78,μην
78,πενταψηφιων
78,στελνετε
78,τους
79,γνωση
79,εκπροσωποι
79,εχουμε
79,κολλαει
79,μην
79,οι
79,περισσοτερη
79,σας
79,συστημα
79,συχνα
79,τηλεφωνο
79,τοσο
80,καταστημα
80,κλεινετε
80,μην
80,φυσικα
81,αυτοματα
81,μη
81,ολα
82,αμεσως
82,ευελικτοι
82,ζητανε
82,λυση
82,μειωσετε
82,οι
82,πελατης
82,πιο
82,που
82,σας
82,στις
82,τις
82,χρεωση
83,λυνετε
83,πελατες
83,προβλημα
84,καταργησετε
84,πυλες
84,τους
84,φωνητικες
85,εξυπηρετησουν
85,καλυτερα
85,καταλαβαινουν
85,μπορουν
85,προβλημα
86,εχετε
87,εξυπηρετουνε
87,καλυτερα
88,εξυπηρετουμαι
88,ευκολα
88,πιο
89,εξυπηρετηση
90,εξυπηρετηση
91,εξυπηρετηση
92,ειστε
92,ευελικτοι
92,πιο
93,αμεσοι
93,ειστε
93,πιο
94,κοντα
94,πιο
94,τραπεζα
95,γιουροφοουν
95,δουλευει
95,εχουν
95,κωδικος
95,μπανκινγκ
95,ολοι
95,προσβασης
96,internet
96,διαδικασια
96,οι
96,ολες
97,εκπροσωπος
97,καποιος
97,κατευθειαν
97,κομπιουτερ
97,οχι
98,απαντηση
98,εκπροσωπος
98,ενας
98,εχω
98,θεμα
98,τηλεφωνο
99,ανταποκρινονται
99,πελατης
99,προσδοκιες
99,στο
99,τηλεφωνητριες
100,μηδεν
101,μερικα
101,παιδια
101,ρε
101,τηλεφωνο
102,επικοινωνια
102,μας
102,μεταξυ
103,ευελιξια
104,αιτημα
104,ανταποκριση
104,στα
105,μεγαλος
105,χρονος
106,αναμονη
106,κεντρο
106,λιγοτερη
106,στο
106,τηλεφωνο
107,αναμονη
107,λιγοτερη
108,καταρτισμενος
108,υπαλληλος
109,καταρτιση
109,προσωπικο
110,εκπροσωπος
110,καρτα
111,εξυπηρετηθουμε
111,εχουμε
111,εχω
111,καλη
111,καλυτερη
111,κλεισιμο
111,κοινωνικης
111,μεσα
111,μετα
111,οταν
111,παμε
111,που
111,πρεπει
111,προσβαση
111,ραντεβου
111,στην
111,σχεση
111,τηλεφωνο
111,τραπεζα
112,επικοινωνια
112,καλυτερη
113,ενημερωση
113,καλυτερη
113,σας
113,υπαλληλος
114,ενημερωση
114,καλυτερη
115,γνωση
115,καλυτερη
115,σας
115,υπηρεσια
116,καλυτερες
116,παροχη
116,πελατης
116,σας
116,τους
117,ηχητικες
117,κληση
118,αντιλαμβανεται
118,ενω
118,πυλη
118,σωστα
118,φωνητικη
119,ταχυτητα
120,εξυπηρετηση
120,καλυτερη
121,αλλο
121,ενα
121,επικοινωνια
121,ευκολη
121,εχουμε
121,προσβαση
122,αλλο
122,απο
122,εκπροσωπος
122,εξυπηρετηση
122,ιδιο
122,κι
122,οχι
122,παραπομπη
123,εξυπηρετηση
124,επικοινωνια
125,δομη
125,εξυπηρετηση
125,επικοινωνια
126,αναμονη
126,στο
126,τηλεφωνο
127,ακουσω
127,αναμονη
127,δεκαπεντε
127,διαφημιση
127,εικοσι
127,καθε
127,λεπτα
127,μεγαλη
127,που
127,σας
127,τηλεφωνο
127,τουλαχιστον
127,χρειαστηκα
128,ανυποστατη
128,εδω
128,εκπροσωπος
128,εχω
128,καλεσει
128,λεξεις
128,λυθει
128,μπλοκαριστει
128,νοημα
128,οι
128,οχι
128,πιστωτικη
128,προβλημα
128,προσβλητικα
128,προσβλητικες
129,γρηγορη
129,ευκολοτερη
129,πιο
129,ταυτοποιηση
130,ευελιξια
130,πελατης
130,προβλημα
130,σας
130,στο
131,δανειο
131,εξυπηρετηση
131,εξυπηρετηστε
131,ρυθμιση
131,στην
132,εξυπηρετηση
133,ειρωνικα
133,σας
133,υπαλληλος
134,καλα
134,ολα
135,χρονος
136,αλλο
136,απαντατε
136,αστειο
136,αυτο
136,ενα
136,εντελως
136,εχω
136,ηταν
136,θεμα
136,καρτα
136,λαθος
136,ουσια
136,παιρνουμε
136,που
136,ρωτησουμε
136,στην
136,στο
137,αναγκη
138,αριστα
138,δεκα
138,εε
138,ηταν
138,συγγνωμη
139,εε
139,εκπροσωπος
139,ηλεκτρονικα
139,παιρνω
139,περασει
139,στειλουν
139,συναλλαγη
139,ταχυδρομικα
140,αναφερετε
140,απευθυνθηκα
140,απο
140,βγαλω
140,εε
140,εκδοση
140,ενω
140,καποιο
140,καρτα
140,καταστημα
140,κλεισιμο
140,μπορεσα
140,οτι
140,που
140,πρεπει
140,προβλημα
140,ραντεβου
140,τηλεφωνικα
141,εε
141,ενα
141,ξερω
142,αναληψη
142,εε
142,χρονος
143,αμεσα
143,βοηθησουν
143,γιος
143,γιουροφοουν
143,εδω
143,εητιεμ
143,ενα
143,εργαζονται
143,ευρω
143,λαθος
143,μηνας
143,πενηντα
143,που
143,προσπαθουν
143,σας
143,στο
143,συστημα
143,τετοιο
143,τετρακοσια
144,αιτημα
144,αποστολη
144,αυτα
144,εγω
144,ειμαστε
144,ενος
144,επικοινωνια
144,ετσι
144,εχω
144,θελει
144,καταρτισμενη
144,οποιοδηποτε
144,που
145,αλυτες
145,αναμονη
145,απαντηση
145,εαν
145,ειστε
145,εχουνε
145,οσα
145,τραπεζα
146,διαφημιση
147,αλλο
147,εγω
147,καποια
147,κατι
147,λαθη
148,ξερω
149,ξερω
150,ξερω
151,λυθει
151,προβλημα
152,αιτημα
152,αμεσα
152,βοηθησουν
152,μπορεσαν
152,στο
153,ειχα
153,εξυπηρετησανε
153,ευγενεια
153,μην
153,μια
153,μικρη
153,μιλησεις
153,μπορει
153,οχι
153,χρειαστω
154,εχω
154,κατι
154,που
154,σας
155,εξυπηρετηθηκα
155,καθολου
156,εξυπηρετηθηκα
157,ελυσα
157,προβλημα
158,ακουγεται
158,καλα
159,γνωριζω
159,δε
160,ανταποκριση
160,γρηγοροτερη
161,γιουροφοουν
161,μπανκινγκ
162,αναμονη
162,που
162,συμπληρωσα
163,εξυπηρετηση
163,τραπεζα
164,βελτιωση
164,εννεα
164,ηλεκτρονικα
164,λογαριασμος
164,στην
165,ασφαλεια
166,ανταποκριση
166,αυτα
166,λενε
166,που
166,πραγματικοτητα
166,στην
166,στο
166,τηλεφωνο
167,αμα
167,αποδειχθηκε
167,εγω
167,εητιεμ
167,εξοφλω
167,εχω
167,καρτα
167,καταθεση
167,μονον
167,οποιαν
167,πηγαινω
167,στο
167,τις
167,τραπεζα
167,υποχρεωση
168,εξυπηρετηση
171,αλλη
171,απο
171,αυτο
171,γιουρομπανκ
171,δυνατοτητα
171,εργοσημου
171,πληρωμη
171,τραπεζα
171,ψαχνω
172,χρονος
173,χρονος
174,χρονοι
175,αλλαζω
175,γιουζερνεημ
175,εγω
175,παγιο
175,σας
175,τωρα
176,χρονος
177,αναμονη
177,εκπροσωπων
177,εχετε
177,κοινο
177,μερικων
177,που
178,απο
178,εξυπηρετηθουμε
178,κλεισανε
178,ολα
178,οποια
178,οχι
178,παρον
178,προσωπικο
178,στα
178,υποκαταστηματα
179,αναμονη
180,οτι
180,πορεια
180,στην
180,τραπεζα
181,εξι
182,δεκα
183,αναβαθμιση
183,ανανεωση
183,απο
183,γιουροφοουν
183,ειχα
183,εφαρμογη
183,ζητησε
183,καμια
183,κινητο
183,μας
183,μπανκινγκ
183,μπορουσα
183,που
183,σβησουμε
183,στο
183,συστησω
184,αποτελεσμα
185,τιποτα
186,ηταν
186,ολα
186,τελεια
186,τιποτα
187,τιποτα
187,τραπεζα
188,τιποτα
189,τιποτα
190,τιποτα
191,τιποτα
192,τιποτα
193,πυλη
193,φωνητικη
194,εξυπηρετηση
194,ηλεκτρονικα
195,επικοινωνια
195,τηλεφωνικη
196,επικοινωνια
196,τηλεφωνικη
197,τηλεφωνικη
198,σας
198,ταχυτητα
199,οργανωση
199,σαν
199,σας
199,τραπεζα
200,επικοινωνια
200,πελατης
201,εξυπηρετηση
201,σας
202,εξυπηρετηση
203,ακρη
203,αναμονη
203,βγαζουμε
204,αναμονη
204,βρισκετε
204,λυση
204,πρεπει
205,αναμονη
206,αναμονη
207,επικοινωνια
207,τηλεφωνικη
208,εξυπηρετηση
208,μηδαμινη
208,τηλεφωνικη
209,σας
209,τη
209,υπηρεσια
209,χρεωση
210,καταστημα
210,κεντρο
210,στο
210,συνεργασια
210,τη
210,τηλεφωνο
211,αλλο
211,απαντανε
211,ας
211,αυτου
211,δε
211,διωξω
211,επικοινωνια
211,θελει
211,καταλαβεις
211,καταχρηση
211,κληση
211,μπορεις
211,παντα
211,που
211,προσπαθεια
211,προσπαθουν
211,σου
211,στο
211,συγγενεις
211,συμπεριφορα
211,τη
211,τηλεφωνο
211,τι
212,απο
212,εξυπηρετηθηκα
212,εξυπηρετηθω
212,ζητησε
212,καταστημα
212,μπορεσα
212,παω
212,τελικα
212,τηλεφωνο
213,καθυστερουν
213,κανεναν
213,καταλαβαινω
213,λες
213,μπανκινγκ
213,μπορει
213,συνεννοηθω
213,τελευταια
213,τι
213,φοουν
214,ταχυτητα
215,επικοινωνια
215,ταχυτερη
216,παντα
217,διαδικασια
217,πιστοποιησης
217,συντομοτερη
217,χρηστη
218,απαντηση
218,στο
218,τηλεφωνο
219,ιμπανκινγκ
219,στοιχεια
220,στο
220,τηλεφωνο
221,αιτημα
221,ανταποκριση
221,ερωτημα
221,στα
221,στην
221,στο
222,αυτο
222,εβδομηντα
222,εγω
222,ειμαι
222,περιμενα
222,που
222,πως
222,χρονος
223,απαραδεκτος
223,δευτερος
223,διαρκεια
223,εε
223,εντελως
223,οτι
223,παντα
223,ποσο
223,προανεφερα
223,στον
223,τους
223,χρονικη
224,διοικηση
224,εδω
224,εε
224,ειχα
224,εκει
224,ενα
224,επικοινωνια
224,κλεισω
224,ξενοδοχειο
224,περα
224,στην
224,στο
224,συνεδριο
224,τη
224,τους
224,φερω
225,εκπροσωπος
225,ευκολη
225,πιο
225,συνδεση
226,γρηγορο
226,εξυπηρετηση
226,μεταφορα
226,πιο
226,σωστα
226,τηλεφωνηματων
226,χρονος
227,γρηγορη
227,επικοινωνια
227,πιο
228,διαδικασια
228,πιο
229,αναμονη
229,ενα
229,εξυπηρετηση
229,μηνας
229,πιο
230,εξυπηρετηση
230,μην
230,πελατης
230,πιο
230,σας
230,ταλαιπωρειτε
230,τους
231,περισσοτερους
232,ανθρωπους
232,εμπιστοσυνη
232,ευκολα
232,μπορει
232,περισσοτερη
232,πιο
232,ρευστο
232,στους
232,χρημα
233,εκπαιδευση
233,εξυπηρετηση
233,επι
233,μορφωση
233,πελατες
233,περισσοτερη
233,τους
234,ανθρωπους
234,εξοικειωμενοι
234,που
235,περιορισμος
235,χρονος
236,πεντε
237,πεντε
238,οχτω
239,εξυπηρετηση
239,εχετε
239,εχω
239,κανενα
239,οχι
239,προβλημα
240,αμεσως
240,απαντηση
240,εκπροσωπος
240,οτι
240,τηλεφωνο
241,ειλικρινεις
241,ειστε
241,εναν
241,κλεινετε
241,μια
241,οταν
241,πελατης
241,συμφωνια
242,αναμονη
242,γρηγορα
242,δηλαδη
242,εξυπηρετηση
242,καποια
242,μεταφορα
242,μηνας
242,μια
242,μπορει
242,οταν
242,πιο
242,χρηματα
242,ωρα
243,ιμπανκινγκ
243,ολο
244,ολα
244,σωστα
245,γιουροφοουν
245,μπανκινγκ
245,ολα
245,στο
246,μια
246,ολα
246,παρον
246,χαρα
247,ενταξει
247,ηταν
247,καλα
247,ολα
248,εε
248,εχω
248,καλα
248,καποιο
248,ολα
248,προβλημα
249,καλα
249,ολα
250,ασχετοι
250,εξυπηρετησουν
250,εχετε
250,μπορουν
250,οι
250,που
250,υπαλληλοι
251,ανθρωπινη
251,αποκρισης
251,επικοινωνια
251,θεμα
251,κεντρο
251,οχι
251,περισσοτερο
251,στο
251,συμβουλος
251,τηλεφωνο
251,τοσο
251,χρονος
252,πληρωμη
252,τροπος
253,ναι
254,αιτημα
254,ακομα
254,αναφερομαι
254,ανθρωπος
254,απλος
254,απολα
254,δυνατοτητα
254,ενας
254,εξυπηρετηση
254,καθε
254,μπανκινγκ
254,μπορει
254,οταν
254,παιρνουμε
254,που
254,στα
254,τοσες
254,φοουν
255,εχετε
255,πυλη
255,φωνητικη
256,καταστημα
256,κλεισιμο
256,μην
256,σας
257,γιουροφοουν
257,ιμπανκινγκ
257,λες
257,μπανκινγκ
257,οχι
257,τις
258,αμεσα
258,επικοινωνια
258,μαζι
258,σας
259,γυρω
259,εκπροσωποι
259,ενημερωση
259,εχουμε
259,εχουν
259,λογαριασμος
259,μην
259,μπορουν
259,οι
259,πηγαινουμε
259,προσβαση
259,στα
259,στο
259,στοιχεια
259,τελος
260,βρειτε
260,εχουμε
260,λυση
260,μπορειτε
260,που
260,προβλημα
260,στο
261,εξυπηρετησετε
261,μπορεις
262,αυτοπροσωπως
262,επικοινωνια
262,καποιον
262,κομπιουτερ
262,οχι
262,τηλεφωνικα
263,εκπροσωπος
263,επικοινωνια
264,εκπροσωπος
264,επικοινωνια
265,διαφορετικους
265,δουλεια
265,εκπροσωπος
265,εξι
265,εξυπηρετηθηκα
265,επικοινωνια
265,μηχανημα
265,μια
265,πληρωμη
265,σημερα
265,στο
265,τελος
266,εκπροσωπος
266,εναν
266,ενας
266,ενημερωμενη
266,εξυπηρετηση
266,επικοινωνια
266,ιδιο
266,μην
266,ολοι
266,πιο
266,προκειμενου
267,αυτοματοποιημενο
267,γιουροφοουν
267,εκπροσωπος
267,επικοινωνια
267,μην
267,μπανκινγκ
267,στο
267,συνεννοηθουμε
267,συστημα
267,ταυτοποιημενες
267,χρησιμοποιησω
268,αναμονη
268,μεγαλη
268,μην
268,στο
268,τηλεφωνο
268,τοσο
269,απο
269,κληση
269,μεταφορα
269,μην
269,υπαλληλος
270,μην
270,συνδεουν
270,τοσους
271,μας
271,μην
271,ταλαιπωρειτε
272,εξυπηρετηση
272,μαθετε
272,σας
272,τηλεφωνο
272,τι
273,ανανεωσατε
273,εγω
273,ενα
273,εξυπηρετηθω
273,εχετε
273,ιστεητμεντ
273,καθως
273,καταστημα
273,μηνας
273,μηπως
273,μιας
273,οι
273,πανδη
273,παω
273,πρεπει
273,σας
273,σηκωθω
273,υπηρεσια
274,καταργησετε
274,πυλη
274,φωνητικη
275,ευκολη
275,εχετε
276,απο
276,εκπροσωπος
276,εξυπηρετουμαστε
276,μας
276,συναλλαγη
277,αυτη
277,ενεργοποιησετε
277,μηδεν
277,τη
277,υπολοιπο
278,ειστε
278,πιο
278,συγκεκριμενοι
279,ειστε
279,ευελικτοι
279,πιο
280,γρηγοροι
280,ειστε
280,πιο
281,απαραιτητα
281,δινονται
281,δυνατον
281,καποιο
281,οι
281,οσον
281,προβλημα
282,απαντησεις
282,δινετε
282,ερωτησεις
282,πελατες
282,στις
283,γιουροφοουν
283,δινεται
283,κωδικος
283,μην
283,μπανκινγκ
283,πηγαινω
283,στη
283,τηλεφωνικα
283,τραπεζα
284,γνωριζουν
284,κεντρο
284,πληροφοριες
284,στο
284,τηλεφωνο
285,αντικειμενο
285,γνωριζουν
285,εκπροσωποι
285,καλυτερα
285,οι
286,βρισκομαστε
286,ζουμε
286,καποια
286,καταστημα
286,κοβει
286,μην
286,που
286,στα
286,τηλεφωνο
286,τις
287,αλλες
287,ασχοληθηκα
287,βαλερ
287,βλεπετε
287,εικοσι
287,επομενη
287,ημερομηνια
287,ιδια
287,κανενα
287,καρτα
287,ληξη
287,μην
287,μπονους
287,μπροστα
287,οταν
287,παιρνουν
287,παραδειγματος
287,πειραιως
287,πελατης
287,πιο
287,πιστωτικη
287,πληρωνουμε
287,πληρωνουν
287,που
287,σας
287,συνολικη
287,τους
287,τραπεζα
287,χαρη
288,βελτιωθει
288,εφαρμογη
288,μομπαηλ
289,internet
289,απαντατε
289,ιμπανκινγκ
289,κοσμος
289,ολος
289,στα
289,τηλεφωνο
290,μικροτερος
290,χρονος
291,μεταφορα
292,συνεπεια
293,αμεσοτητα
294,επαγγελματικους
294,ευρω
294,εφτα
294,εχετε
294,λογαριασμος
294,μας
294,μηνας
294,στις
294,στους
294,χρεωση
295,εξυπηρετηση
295,λιγοτερος
295,στη
295,τηλεφωνικη
295,χρονος
296,λιγοτερος
296,χρονος
297,αναμονη
297,λιγοτερη
298,επιλογη
298,λιγοτερες
298,μονολεκτικα
298,ναι
298,οχι
299,λειτουργιες
300,αναγκαστηκε
300,διεκπεραιωνουν
300,δωσετε
300,ιμπανκινγκ
300,καποιου
300,κινηση
300,μεσολαβηση
300,μπορουν
300,στην
300,συναλλαγη
301,γνωσεις
301,εξυπηρετει
301,καταρτισμενο
301,πελατης
301,που
301,προσωπικο
301,σας
302,εξυπηρετηση
302,καλυτερη
302,προσωπο
303,εξυπηρετηση
303,καλυτερη
303,κεντρο
303,στο
303,τηλεφωνο
304,εκπροσωπος
304,μηχανημα
304,μιλουσα
304,νωρις
304,οχι
304,πιο
304,προτιμουσα
305,αμεσοτητα
305,απο
305,αυτο
305,γνωση
305,διαθεση
305,εε
305,εχετε
305,ζητησε
305,οχι
305,πελατης
305,ποιος
305,πρεπει
305,τραπεζα
305,υπαλληλος
306,δανειο
306,ειχαμε
306,ενω
306,εταιρεια
306,θελαμε
306,κανονικοτατα
306,μας
306,μην
306,μπορουν
306,παιρνετε
306,παρουμε
306,πληρωνουμε
306,πρακτικες
306,στελνετε
306,τηλεφωνο
306,χωρις
307,αναλυτικες
307,οδηγια
307,πιο
308,απαντηση
308,δινετε
308,εε
308,εξηγησω
308,εξυπηρετει
308,ερωτηση
308,μια
308,μπορει
308,οταν
308,πελατης
308,προχωρησε
308,πως
308,στο
308,υπαλληλος
309,ανθρωπο
309,απο
309,διαδικασια
309,εξυπηρετουμαστε
309,επικοινωνια
309,ηδη
309,ηλεκτρονικα
309,καποιο
309,μπανκινγκ
309,πολυπλοκη
309,στο
309,τη
309,τηλεφωνο
309,φοουν
310,γνωση
310,διαδικασιων
310,εκπροσωποι
310,εξυπηρετηση
310,εχουνε
310,καλυτερη
310,οι
310,οποια
310,τηλεφωνο
311,ανθρωποι
311,επικοινωνια
311,επικοινωνουμε
311,μας
311,μεταξυ
311,οι
311,που
311,σημα
311,συνδεση
312,προσωπικο
312,σας
312,στα
312,συμπεριφορα
312,υποκαταστηματα
313,εξυπηρετηση
313,πιο
313,τηλεφωνικη
314,αμεσα
314,αντιμετωπιση
314,ενημερωση
314,εξυπηρετηση
314,καλυτερη
314,σωστα
314,υπαλληλος
315,επικοινωνια
315,τους
316,επικοινωνια
316,μας
317,επικοινωνια
318,επαφη
318,κακιστη
319,εξυπηρετηση
319,σας
320,αναμονη
320,βεβαιωμενη
320,ειχα
320,εκει
320,επικοινωνια
320,επιχειρησα
320,κατι
320,μεγαλη
320,μηνυματα
320,μια
320,ουρα
320,οφειλη
320,πληρωμη
320,που
320,στην
320,στηνομαι
320,τελικα
321,επικοινωνια
321,κινητο
321,σας
322,εξι
323,εξι
324,απο
324,βελτιωθουν
324,εκτος
324,εξυπηρετουμαι
324,ιμπανκινγκ
324,καποια
324,καταστημα
324,που
324,τηλεφωνικα
325,ειμαστε
326,ειμαι
326,καλυμμενη
327,γιουρομπανκ
327,δε
327,διαδικασια
327,εδω
327,εικοσιπεντε
327,ειμαι
327,ερχονται
327,ερχοντουσαν
327,κανεις
327,καρτα
327,μηνας
327,πελατης
327,σπιτι
327,στη
327,στην
327,στο
327,συνοπτικες
327,τι
327,τοτε
327,χρονια
327,χρωσταω
328,απαντησω
328,απο
328,αυτη
328,γιουρομπανκ
328,δουλεια
328,εγω
328,εε
328,ειμαι
328,επαγγελματιας
328,εχω
328,καθυστερω
328,καποια
328,λοιπον
328,οταν
328,πληρωμη
328,πρεπει
328,προβλημα
328,σαν
328,στη
328,τελευταια
328,τη
328,τι
328,τυχει
328,τωρα
329,γιουροφοουν
329,εε
329,θεμα
329,κεντρο
329,μπανκινγκ
329,τηλεφωνο
330,εε
330,τιποτα
331,ανθρωπους
331,αντικαθιστουν
331,εε
331,εκπροσωπος
331,επικοινωνια
331,ευχαριστω
331,μηχανες
331,οι
331,τους
332,εε
332,που
332,στο
332,υπαλληλος
333,εε
333,εξυπηρετηθηκαμε
333,τιποτα
333,ωρα
334,εε
335,εε
336,εε
337,safe pocket
337,ανανεωση
337,γυναικα
337,εγω
337,ενεργοποιηση
337,καθολου
337,καρτα
337,μας
337,μηχανηματα
337,μια
337,ξερουμε
337,οχι
337,υπαλληλος
337,υπολογιστης
338,εγω
338,εξυπηρετηση
338,επιθυμω
338,οχι
338,φωνητικη
340,διευκρινιση
340,σας
340,τηλεφωνο
341,δημιουργια
341,επαγγελματικο
341,λογαριασμος
341,τηλεφωνικα
342,ξερω
342,τιποτα
343,ξερω
344,αλλες
344,αρκει
344,γιουρο
344,γιουροφοουν
344,δεκα
344,εχω
344,κωδικοι
344,λοιπον
344,μπανκ
344,μπανκινγκ
344,νομιζω
344,οτι
344,τραπεζα
345,βοηθηθουμε
345,εμεις
345,ξερουμε
345,που
346,αυτο
346,εκπροσωπος
346,θεμα
346,καποιον
346,λυση
346,προβλημα
346,στο
346,συνδεσετε
347,βεβαια
347,εξυπηρετηθω
347,κοπελα
347,λοιπα
347,μπορεσα
347,παω
347,πεντε
347,περιμεντε
347,πιθανον
347,που
347,τελειωσαμε
347,φανταστηκα
347,φταινε
348,εχω
348,κατι
349,εχω
349,κατι
350,εξυπηρετηση
350,ηλεκτρονικα
350,καταστημα
350,οσο
350,στα
350,τηλεφωνικη
351,αριθμους
351,ας
351,εδω
351,εε
351,εκλεισα
351,εξυπηρετηθηκα
